Modèles	Étiquettes	Précision	Rappel	F-mesure	Nombre d'occurences
MNB__len=6_sup=1	0	0.9655419956927495	0.1931361286616887	0.321885844202465	13928
MNB__len=6_sup=1	1	0.0658354114713217	0.8918918918918919	0.12261960055736183	888
MNB__len=6_sup=1	macro_moyenne	0.5156887035820356	0.5425140102767902	0.22225272237991342	_
MNB__len=7_sup=1	0	0.9809310151430174	0.12557438253877082	0.22264655337025013	13928
MNB__len=7_sup=1	1	0.06552597253126678	0.9617117117117117	0.12269233532073845	888
MNB__len=7_sup=1	macro_moyenne	0.5232284938371421	0.5436430471252413	0.1726694443454943	_
MNB__len=4_sup=1	0	0.9932659932659933	0.08472142446869615	0.15612595924847844	13928
MNB__len=4_sup=1	1	0.06457293806868213	0.990990990990991	0.12124552218241941	888
MNB__len=4_sup=1	macro_moyenne	0.5289194656673377	0.5378562077298435	0.13868574071544892	_
MNB__len=9_sup=1	0	0.9692796610169492	0.0656950028719127	0.12305002689618075	13928
MNB__len=9_sup=1	1	0.06192329873125721	0.9673423423423423	0.11639566395663957	888
MNB__len=9_sup=1	macro_moyenne	0.5156014798741032	0.5165186726071275	0.11972284542641015	_
MNB__len=2_sup=1	0	0.9500666461601559	0.6652785755313039	0.7825683037033908	13928
MNB__len=2_sup=1	1	0.07920205411811179	0.45157657657657657	0.13476726600571332	888
MNB__len=2_sup=1	macro_moyenne	0.5146343501391338	0.5584275760539402	0.45866778485455206	_
MNB__len=5_sup=1	0	1.0	0.008543940264215968	0.016943119527301202	13928
MNB__len=5_sup=1	1	0.06042049397836293	1.0	0.11395572666025024	888
MNB__len=5_sup=1	macro_moyenne	0.5302102469891815	0.504271970132108	0.06544942309377572	_
MNB__len=8_sup=1	0	0.9965229485396384	0.10288627225732337	0.18651568397761292	13928
MNB__len=8_sup=1	1	0.06600388697862161	0.9943693693693694	0.12379083134725921	888
MNB__len=8_sup=1	macro_moyenne	0.53126341775913	0.5486278208133464	0.15515325766243607	_
MNB__len=3_sup=1	0	0.9342999546896239	0.1480470993681792	0.2555934304307406	13928
MNB__len=3_sup=1	1	0.058926163851217385	0.8367117117117117	0.11009854041638883	888
MNB__len=3_sup=1	macro_moyenne	0.49661305927042065	0.4923794055399454	0.18284598542356473	_
MNB__len=10_sup=1	0	0.9979253112033195	0.03453475014359563	0.06675919500346982	13928
MNB__len=10_sup=1	1	0.06188084275149993	0.9988738738738738	0.11654184732623836	888
MNB__len=10_sup=1	macro_moyenne	0.5299030769774097	0.5167043120087347	0.09165052116485409	_
