Modèles	Étiquettes	Précision	Rappel	F-mesure	Nombre d'occurences
MNB__len=2_sup=0.8	0	0.9511075633606066	0.6843767949454337	0.7959916492693111	13928
MNB__len=2_sup=0.8	1	0.08302044221944097	0.44819819819819817	0.14009151707145373	888
MNB__len=2_sup=0.8	macro_moyenne	0.5170640027900238	0.5662874965718159	0.4680415831703824	_
MNB__len=2_sup=0.9	0	0.9500666461601559	0.6652785755313039	0.7825683037033908	13928
MNB__len=2_sup=0.9	1	0.07920205411811179	0.45157657657657657	0.13476726600571332	888
MNB__len=2_sup=0.9	macro_moyenne	0.5146343501391338	0.5584275760539402	0.45866778485455206	_
MNB__len=2_sup=0.2	0	0.9426830956666206	0.9777426766226307	0.9598928596602524	13928
MNB__len=2_sup=0.2	1	0.16216216216216217	0.06756756756756757	0.09538950715421304	888
MNB__len=2_sup=0.2	macro_moyenne	0.5524226289143914	0.5226551220950991	0.5276411834072328	_
MNB__len=2_sup=0.3	0	0.9515106303618053	0.9157811602527283	0.9333040646837155	13928
MNB__len=2_sup=0.3	1	0.1686746987951807	0.268018018018018	0.20704654197477163	888
MNB__len=2_sup=0.3	macro_moyenne	0.5600926645784929	0.5918995891353731	0.5701753033292436	_
MNB__len=2_sup=0.1	0	0.9403766401522877	0.9931074095347502	0.9660229772671718	13928
MNB__len=2_sup=0.1	1	0.102803738317757	0.012387387387387387	0.022110552763819097	888
MNB__len=2_sup=0.1	macro_moyenne	0.5215901892350223	0.5027473984610688	0.49406676501549546	_
MNB__len=2_sup=0.4	0	0.9502301745852515	0.7854681217690982	0.8600290869069612	13928
MNB__len=2_sup=0.4	1	0.09536784741144415	0.3547297297297297	0.1503221188260558	888
MNB__len=2_sup=0.4	macro_moyenne	0.5227990109983478	0.570098925749414	0.5051756028665085	_
MNB__len=2_sup=0.5	0	0.9539736713798147	0.7023980470993682	0.809080759211016	13928
MNB__len=2_sup=0.5	1	0.09120806840605131	0.46846846846846846	0.15268856670948797	888
MNB__len=2_sup=0.5	macro_moyenne	0.522590869892933	0.5854332577839183	0.48088466296025195	_
MNB__len=2_sup=0.7	0	0.9511075633606066	0.6843767949454337	0.7959916492693111	13928
MNB__len=2_sup=0.7	1	0.08302044221944097	0.44819819819819817	0.14009151707145373	888
MNB__len=2_sup=0.7	macro_moyenne	0.5170640027900238	0.5662874965718159	0.4680415831703824	_
MNB__len=2_sup=0.6	0	0.9567117585848075	0.6601091326823665	0.7812048602260175	13928
MNB__len=2_sup=0.6	1	0.09066461774875144	0.5315315315315315	0.15490646537577943	888
MNB__len=2_sup=0.6	macro_moyenne	0.5236881881667794	0.5958203321069491	0.4680556628008985	_
